t,x,y,theta,s0,s1,s2,s3,error,P,I,D,pwm_l,pwm_r,vx,omega,on_line,estado,corr_bloqueada
1.6949999999999241,0.8206616162260851,0.7483557159819655,-2.149754273422585,1016.0,1019.0,281.0,272.0,-1147.6043276661514,-45.904173106646056,-0.0,35.63689483328347,0.75,0.0,0.4690993940349133,-5.474694616662641,True,recuperacion,False
1.6999999999999236,0.8193566923358427,0.7464068208714236,-2.1775056258030707,1014.0,1019.0,279.0,277.0,-1139.8223252220935,-45.59289300888374,-0.0,34.28422931616801,0.75,0.0,0.469099394034913,-5.597011568857288,True,recuperacion,False
1.704999999999923,0.8179977669254349,0.7444951915233954,-2.2057928622461422,1016.0,1019.0,279.0,281.0,-1134.8747591522158,-45.394990366088635,-0.0,29.936039805170804,0.75,0.0,0.46909939403491285,-5.69482472109499,True,recuperacion,False
1.7099999999999225,0.8165849837984029,0.7426230168774205,-2.234508628900725,1016.0,1018.0,276.0,276.0,-1145.398298530549,-45.81593194122196,-0.0,8.326980609619689,0.75,0.0,0.4690993940349128,-5.773042928620724,True,desviado,False
1.714999999999922,0.815118768606499,0.74079238906455,-2.26356707815216,1019.0,1019.0,266.0,269.0,-1167.120093276331,-46.68480373105324,-0.0,-20.2372672682047,0.75,0.0,0.4690993940349128,-5.835591653905344,True,desviado,False
1.7199999999999214,0.8135997810267491,0.7390053091213502,-2.2928995602699604,1014.0,1019.0,262.0,261.0,-1179.9687010954617,-47.19874804381847,-0.0,-29.584416470700035,0.75,0.0,0.4690993940349128,-5.8856099700812,True,desviado,False
1.7249999999999208,0.8120288762315664,0.7372636919653499,-2.3224511781493633,1015.0,1019.0,253.0,260.0,-1190.0274833137023,-47.601099332548095,-0.0,-32.779630191378736,0.75,0.0,0.4690993940349128,-5.925608098607139,True,desviado,False
1.7299999999999203,0.810407073822229,0.735569370723363,-2.3521780322427635,1019.0,1019.0,252.0,257.0,-1198.665096191598,-47.94660384766392,-0.0,-33.310876587439914,0.75,0.0,0.4690993940349128,-5.95759338735522,True,desviado,False
1.7349999999999197,0.8087355327455089,0.7339241004714131,-2.382045017415052,1012.0,1019.0,239.0,252.0,-1213.3227597145124,-48.5329103885805,-0.0,-40.906809838705215,0.75,0.0,0.4690993940349128,-5.983171051461044,True,desviado,False
1.7399999999999192,0.8070155309982561,0.7323295614319038,-2.412024061155728,1006.0,1019.0,240.0,242.0,-1224.9700837654568,-48.998803350618275,-0.0,-42.611555748227005,0.75,0.0,0.4690993940349128,-6.003624732722547,True,desviado,False
1.7449999999999186,0.805248449156634,0.7307873616700253,-2.4420927147306304,977.0,1019.0,251.0,239.0,-1199.5172968624297,-47.98069187449719,-0.0,0.7152552598736475,0.75,0.0,0.4690993940349128,-6.019980920504836,True,recuperacion,False
1.749999999999918,0.8034357569549708,0.7292990393315479,-2.4722330265687567,974.0,1019.0,237.0,238.0,-1211.5072933549434,-48.46029173419774,-0.0,-13.887317109104869,0.75,0.0,0.4690993940349128,-6.033060467181504,True,desviado,False
1.7549999999999175,0.8015790022917221,0.7278660644652465,-2.501898466154292,800.0,1019.0,244.0,238.0,-1069.534984789222,-42.78139939156888,-0.0,160.64564830249216,0.0,0.75,0.4690993940349128,-5.5113445938430194,True,recuperacion,False
1.759999999999917,0.7996846884029508,0.726483050705908,-2.5222781636260114,804.0,1019.0,243.0,238.0,-1073.7847222222222,-42.951388888888886,-0.0,107.35226889214442,0.0,0.75,0.4690993940349128,-3.1881903717254443,True,desviado,False
1.7649999999999164,0.7977682924534542,0.7251307459941031,-2.533012041330614,896.0,1019.0,247.0,242.0,-1137.271214642263,-45.49084858569052,-0.0,-1.0372026795478815,0.75,0.0,0.4690993940349128,-1.8626096777835732,True,desviado,False
1.7699999999999159,0.7958379808339546,0.7237983817383488,-2.544938451078696,983.0,1019.0,255.0,241.0,-1196.9575660528424,-47.878302642113695,-0.0,-72.34966356837879,0.75,0.0,0.4690993940349128,-2.708536932407355,True,desviado,False
1.7749999999999153,0.7938898992100217,0.7224921540545667,-2.560570961458996,1010.0,1019.0,255.0,241.0,-1216.2376237623762,-48.64950495049505,-0.0,-73.78083374930576,0.75,0.0,0.4690993940349128,-3.3849992694255935,True,desviado,False
1.7799999999999148,0.7919200666120816,0.7212189818377146,-2.579167127970711,1015.0,1019.0,252.0,237.0,-1229.092350376536,-49.16369401506144,-0.0,-67.07225556150571,0.75,0.0,0.4690993940349128,-3.925945658022201,True,desviado,False
1.7849999999999142,0.7899256840110312,0.7199846381462081,-2.60013324029256,1015.0,1019.0,251.0,241.0,-1223.2779097387174,-48.9311163895487,-0.0,-39.97325012767179,0.75,0.0,0.4690993940349128,-4.358524057915915,True,recuperacion,False
1.7899999999999137,0.7879049254850783,0.7187939810727065,-2.622994526309981,1015.0,1019.0,255.0,245.0,-1213.10181531176,-48.5240726124704,-0.0,-15.76996177702133,0.75,0.0,0.4690993940349128,-4.7044438680842875,True,recuperacion,False
1.794999999999913,0.7858567592063197,0.7176511284134173,-2.647371325180493,999.0,1019.0,257.0,249.0,-1193.3438985736925,-47.7337559429477,-0.0,12.67052684176605,0.75,0.0,0.4690993940349128,-4.981065435634411,True,recuperacion,False
1.7999999999999126,0.7837807971753459,0.7165595919462909,-2.672960033657628,970.0,1019.0,257.0,253.0,-1165.6662665066026,-46.626650660264104,-0.0,42.08252726974414,0.75,0.0,0.4690993940349128,-5.2022713029614165,True,recuperacion,False
1.804999999999912,0.7816771709158489,0.7155223821621275,-2.6989856942551627,797.0,1019.0,256.0,257.0,-1023.1859167024475,-40.9274366680979,-0.0,200.43418885380711,0.0,0.75,0.4690993940349128,-4.846987728018082,True,recuperacion,False
1.8099999999999115,0.7795499055389701,0.7145344820645113,-2.7164547710003424,653.0,1019.0,260.0,257.0,-889.4472361809045,-35.57788944723618,-0.0,300.7903488235165,0.0,0.75,0.4690993940349128,-2.6569243608319635,True,recuperacion,False
1.814999999999911,0.7774095135675895,0.7135752925937474,-2.7248611136975476,872.0,1019.0,263.0,257.0,-1078.8054749066778,-43.15221899626711,-0.0,-16.6766422944664,0.75,0.0,0.4690993940349128,-1.4377723819723716,True,desviado,False
1.8199999999999104,0.775261297186707,0.7126337611197417,-2.734926264381106,916.0,1019.0,267.0,261.0,-1103.126268777913,-44.125050751116525,-0.0,-40.85860225160886,0.75,0.0,0.4690993940349128,-2.3688074480975403,True,desviado,False
1.8249999999999098,0.7731021567960776,0.7117175815460917,-2.7490703824088705,934.0,1019.0,267.0,261.0,-1116.888351471181,-44.67553405884724,-0.0,-45.115520808047776,0.75,0.0,0.4690993940349128,-3.11332791748124,True,desviado,False
1.8299999999999093,0.7709290782048944,0.7108349965000421,-2.7664763267546792,946.0,1019.0,263.0,261.0,-1129.369224588188,-45.17476898352752,-0.0,-46.55791230604176,0.75,0.0,0.4690993940349128,-3.7086983277905783,True,desviado,False
1.8349999999999087,0.7687400566357425,0.7099927564956175,-2.78595847936463,738.0,1019.0,265.0,265.0,-950.15303891561,-38.0061215566244,-0.0,182.46888419286444,0.0,0.75,0.4690993940349128,-3.6526227755131626,True,recuperacion,False
1.8399999999999082,0.766536757871451,0.7091885464528438,-2.798194911480637,742.0,1019.0,267.0,265.0,-952.0279110335805,-38.08111644134322,-0.0,125.47837239344044,0.0,0.75,0.4690993940349128,-1.7018269779210877,True,desviado,False
1.8449999999999076,0.7643265597706558,0.7084034532167891,-2.8024168671690433,866.0,1019.0,263.0,265.0,-1060.5055946953999,-42.42022378781599,-0.0,-42.33835971877494,0.75,0.0,0.4690993940349128,-0.6740100085620995,True,desviado,False
1.849999999999907,0.7621129299891717,0.7076280938831446,-2.8091358906300905,980.0,1019.0,264.0,265.0,-1147.1518987341772,-45.88607594936709,-0.0,-133.61241664967523,0.75,0.0,0.4690993940349128,-1.7580498714623154,True,desviado,False
1.8549999999999065,0.7598926431394281,0.7068720327682975,-2.820604212330774,999.0,1019.0,267.0,265.0,-1158.4313725490197,-46.33725490196079,-0.0,-107.06406023258367,0.75,0.0,0.4690993940349128,-2.624923630488492,True,desviado,False
1.859999999999906,0.7576626841408484,0.706145024777304,-2.8358704036104556,974.0,1019.0,267.0,264.0,-1141.838351822504,-45.67353407290016,-0.0,-55.033217290989654,0.75,0.0,0.4690993940349128,-3.318136250989096,True,recuperacion,False
1.8649999999999054,0.755421018427317,0.7054549903028469,-2.854173635861517,912.0,1019.0,267.0,261.0,-1100.0406669377796,-44.00162667751118,-0.0,11.633969757976388,0.75,0.0,0.4690993940349128,-3.8724773326261093,True,recuperacion,False
1.8699999999999048,0.7531664502948878,0.704808389041592,-2.8743733223611105,662.0,1019.0,265.0,261.0,-886.7240598096964,-35.46896239238786,-0.0,264.12370738428336,0.0,0.75,0.4690993940349128,-3.7835918721582846,True,recuperacion,False
1.8749999999999043,0.7509006022900407,0.7042024145376746,-2.8871835445391163,589.0,1019.0,261.0,259.0,-821.4285714285714,-32.85714285714286,-0.0,263.2411812263483,0.0,0.75,0.4690993940349128,-1.806558987333799,True,recuperacion,False
1.8799999999999037,0.7486292656353656,0.7036172864309457,-2.891332167526038,525.0,1019.0,267.0,257.0,-752.4177949709865,-30.09671179883946,-0.0,267.08175860754574,0.0,0.75,0.4690993940349128,-0.22558582643821645,True,recuperacion,False
1.8849999999999032,0.7463571950728476,0.7030350072369399,-2.8885543726690024,449.0,1019.0,264.0,257.0,-669.1804927099045,-26.76721970839618,-0.0,286.8419937385804,0.0,0.75,0.4690993940349128,1.0386704004854266,True,recuperacion,False
1.8899999999999026,0.7440881242278771,0.7024411669038307,-2.8802377317985797,558.0,1019.0,264.0,257.0,-790.2764537654909,-31.611058150619638,-0.0,55.47424235030247,0.0,0.75,0.4690993940349128,2.049657713141502,True,desviado,False
1.894999999999902,0.7418252166895615,0.7018242891698767,-2.8680240191605293,912.0,1019.0,267.0,259.0,-1103.3781033781033,-44.13512413512414,-0.0,-336.8900098899232,0.75,0.0,0.4690993940349128,2.325938376518579,True,desviado,False
1.8999999999999015,0.7395690041159436,0.7011833231237292,-2.861599937767346,1019.0,1006.0,269.0,261.0,-1178.4735812133072,-47.138943248532286,-0.0,-325.9375803251908,0.75,0.0,0.4690993940349128,0.6409177518332638,True,desviado,False
1.904999999999901,0.7373149397464362,0.7005348252200745,-2.862558117636363,1015.0,977.0,266.0,261.0,-1180.2302500992457,-47.20921000396983,-0.0,-230.26430889075982,0.75,0.0,0.4690993940349128,-0.7065420722452266,True,desviado,False
1.9099999999999004,0.7350586710980646,0.6998940523355599,-2.869419667657613,1019.0,875.0,261.0,261.0,-1195.364238410596,-47.814569536423846,-0.0,-179.34580219715227,0.75,0.0,0.4690993940349128,-1.7840647748796328,True,desviado,False
1.9149999999999,0.7327968374822492,0.6992732386268304,-2.881001963520347,1019.0,859.0,261.0,258.0,-1201.9190654985398,-48.07676261994159,-0.0,-133.4078540435391,0.75,0.0,0.4690993940349128,-2.6457269587496306,True,desviado,False
1.9199999999998993,0.7305270393551319,0.698682245404196,-2.896359296476336,1018.0,945.0,262.0,261.0,-1188.2542236524537,-47.53016894609815,-0.0,-76.987687615174,0.75,0.0,0.4690993940349128,-3.3347720408591672,True,recuperacion,False
1.9249999999998988,0.7282477428374684,0.6981290556108553,-2.914735411958216,1018.0,1017.0,265.0,263.0,-1177.1361685524776,-47.0854467420991,-0.0,-40.549715210650454,0.75,0.0,0.4690993940349128,-3.8857804686016224,True,recuperacion,False
1.9299999999998982,0.7259581604554074,0.6976201527774788,-2.9355255561538565,1019.0,1019.0,265.0,265.0,-1174.454828660436,-46.978193146417446,-0.0,-25.167192777005543,0.75,0.0,0.4690993940349128,-4.326405175643575,True,recuperacion,False
1.9349999999998977,0.7236581300100241,0.6971608140141476,-2.958246125804421,1019.0,1019.0,266.0,265.0,-1173.608407940833,-46.94433631763332,-0.0,-16.60133008038031,0.75,0.0,0.4690993940349128,-4.678759373293984,True,recuperacion,False
1.9399999999998971,0.7213480024269084,0.6967553386102876,-2.9825103980695298,988.0,1019.0,270.0,267.0,-1144.6540880503144,-45.78616352201258,-0.0,23.124252812356254,0.75,0.0,0.4690993940349128,-4.960526325118686,True,recuperacion,False
1.9449999999998966,0.719028543175207,0.6964072279226103,-3.007476947247824,700.0,1019.0,268.0,271.0,-902.5686448184234,-36.10274579273694,-0.0,306.6895088469186,0.0,0.75,0.4690993940349128,-4.653671610373137,True,recuperacion,False
1.949999999999896,0.7167018542619433,0.6961110234702701,-3.024099084753364,433.0,1023.0,264.0,275.0,-618.0451127819549,-24.721804511278197,-0.0,556.1108946366053,0.0,0.75,0.4690993940349128,-2.5023353320347397,True,recuperacion,False
1.9549999999998955,0.714371572577588,0.695844350243689,-3.031295980670239,263.0,1023.0,268.0,273.0,-396.8253968253968,-15.873015873015873,-0.0,654.7412853934934,0.0,0.75,0.4690993940349128,-0.7819770404649246,True,recuperacion,False
1.959999999999895,0.712040224643642,0.6955871100549523,-3.0309557971075485,438.0,1023.0,267.0,273.0,-625.1874062968516,-25.007496251874063,-0.0,184.28448840969955,0.0,0.75,0.4690993940349128,0.5937412427125013,True,desviado,False
1.9649999999998944,0.7097096247768361,0.6953232065366303,-3.0251206151552297,641.0,1023.0,267.0,273.0,-843.9201451905626,-33.756805807622506,-0.0,-133.4801447856636,0.75,0.0,0.4690993940349128,1.161686187330325,True,desviado,False
1.9699999999998938,0.7073803197920476,0.6950480843411853,-3.02379725105284,848.0,1023.0,265.0,274.0,-1029.045643153527,-41.16182572614108,-0.0,-315.58669890552176,0.75,0.0,0.4690993940349128,-0.29009936869579733,True,desviado,False
1.9749999999998933,0.7050506512161702,0.6947760709352085,-3.0288343196444267,860.0,1023.0,266.0,277.0,-1032.9760923330584,-41.319043693322335,-0.0,-225.627228249303,0.75,0.0,0.4690993940349128,-1.451048191080678,True,desviado,False
1.9799999999998927,0.7027140790500664,0.6945202219321213,-3.038774542193137,676.0,1023.0,265.0,277.0,-872.3784024988844,-34.89513609995537,-0.0,34.77816802649682,0.6669680734585512,0.43303192654144884,0.4741491452786939,-2.196332790242438,True,recuperacion,False
1.9849999999998922,0.7002882930531046,0.6942806448763933,-3.049222540267743,628.0,1020.0,269.0,267.0,-839.7435897435897,-33.58974358974359,-0.0,63.50649292490138,0.0,0.75,0.49271333168220455,-1.7875007123668836,True,recuperacion,False
1.9899999999998916,0.6978423419957535,0.6940595931992584,-3.0532876668493674,613.0,1020.0,263.0,274.0,-817.5115207373271,-32.70046082949309,-0.0,71.13302785494605,0.0,0.75,0.4902026750992964,-0.21034550269502472,True,recuperacion,False
1.994999999999891,0.6954078239389734,0.6938424719930397,-3.050975277642199,1007.0,1020.0,284.0,278.0,-1129.0073387408265,-45.16029354963306,-0.0,-324.0018621057371,0.75,0.0,0.48795895394119754,0.5186824349501337,True,desviado,False
1.9999999999998905,0.6929841025789159,0.6936224335703312,-3.051936808730869,1019.0,1019.0,959.0,537.0,-426.1460101867572,-17.04584040747029,-0.0,616.6322907908674,0.0,0.75,0.48595378737657363,-0.27211475357771053,True,recuperacion,False
2.00499999999989,0.6905646144629434,0.693403628001642,-3.0496289498319014,1019.0,1019.0,1019.0,1019.0,0.0,0.0,-0.0,943.0178157777159,0.55,0.55,0.4892115632951799,0.7353750355958136,True,centrado,True
2.0099999999998897,0.6880624658676392,0.6931694438149332,-3.0464071906682815,1019.0,1019.0,1019.0,1019.0,0.0,0.0,-0.0,660.112471044401,0.55,0.55,0.5112240501589366,0.5880570846310569,True,centrado,True
2.014999999999889,0.6854585588463791,0.6929179887342015,-3.0438308477011766,1015.0,1019.0,1019.0,1019.0,2.9469548133595285,0.11787819253438114,-0.0,465.6150755071121,0.55,0.55,0.530896148228747,0.4702513928890662,True,centrado,True
2.0199999999998886,0.6827637070794447,0.6926513353998761,-3.0417706244668947,1020.0,1019.0,1020.0,1019.0,-0.4904364884747425,-0.0196174595389897,-0.0,321.8056832927773,0.55,0.55,0.5484766898941875,0.3760457586406707,True,centrado,True
2.024999999999888,0.6799875666808669,0.6923713502802292,-3.040123126509802,1019.0,1019.0,1019.0,1019.0,0.0,0.0,-0.0,225.8525020911138,0.55,0.55,0.5641880514456336,0.3007123737005001,True,centrado,True
2.0299999999998875,0.6771387633316676,0.692079695169909,-3.0388056724235364,1017.0,1010.0,929.0,1019.0,-18.867924528301888,-0.7547169811320755,-0.0,135.45524202981736,0.55,0.55,0.5782289659121941,0.2404705534333584,True,centrado,True
2.034999999999887,0.6742300270769521,0.6917783601072749,-3.0380182319930515,1020.0,1015.0,264.0,786.0,-470.98865478119933,-18.839546191247972,-0.0,-447.72620688260486,0.75,0.0,0.5857272855922294,-0.07379059566725671,True,desviado,False
2.0399999999998863,0.6713542973168919,0.6914828075108286,-3.042107627985022,1019.0,1015.0,265.0,263.0,-1177.9859484777517,-47.119437939110064,-0.0,-1161.8050972536864,0.75,0.0,0.573327295888579,-1.2780726339974497,True,desviado,False
2.044999999999886,0.6685344918000519,0.6912109045514884,-3.0514731164533013,1015.0,1014.0,269.0,262.0,-1173.4375,-46.9375,-0.0,-807.8054299042784,0.75,0.0,0.5622456850272236,-2.2411004092879376,True,recuperacion,False
2.0499999999998852,0.6657634799854151,0.6909747850188014,-3.0650577358543414,1018.0,1018.0,267.0,261.0,-1178.6271450858035,-47.14508580343214,-0.0,-571.691375035959,0.75,0.0,0.5523422817004966,-3.0112044766597905,True,desviado,False
2.0549999999998847,0.6630354481644721,0.6907834732992283,-3.0820162661388064,997.0,1012.0,260.0,261.0,-1169.9604743083005,-46.79841897233202,-0.0,-389.7839575921677,0.75,0.0,0.5434918177491004,-3.6270333133761357,True,recuperacion,False
2.059999999999884,0.6603457443115166,0.690643674608486,-3.101672810500271,894.0,1017.0,259.0,266.0,-1084.5648604269295,-43.38259441707718,-0.0,-170.3740336568722,0.75,0.0,0.5355823436450247,-4.119492933055413,True,recuperacion,False
2.0649999999998836,0.6576907126339143,0.6905603566313138,-3.122954699598156,622.0,1021.0,263.0,271.0,-831.8787322002756,-33.27514928801103,-0.0,183.96153031217415,0.0,0.75,0.5285138124418469,-3.981122746631273,True,recuperacion,False
2.069999999999883,0.6550676026260225,0.6905278452271059,-3.1366303263304727,292.0,1019.0,276.0,277.0,-422.74678111587986,-16.909871244635195,-0.0,619.7314125197969,0.0,0.75,0.5221968142807999,-1.964518429175735,True,recuperacion,False
2.0749999999998825,0.652473819270353,0.6905216182977975,-3.1414709870595,302.0,1018.0,267.0,276.0,-444.98121309715515,-17.799248523886206,-0.0,407.1306703863275,0.0,0.75,0.5165514454453715,-0.3519011952816221,True,desviado,False
2.079999999999882,0.6499064249395929,0.6905203185926755,-3.139246593769526,304.0,1018.0,270.0,279.0,-439.8717263495457,-17.594869053981828,-0.0,291.12285336756054,0.0,0.75,0.5115062976591096,0.9376598358747227,True,recuperacion,False
2.0849999999998814,0.6473626608715728,0.6905073769745893,-3.131372491326986,408.0,1017.0,275.0,285.0,-559.6977329974811,-22.387909319899247,-0.0,59.99478937976986,0.0,0.75,0.5069975548422568,1.9688826320377755,True,desviado,False
2.089999999999881,0.6448402349398534,0.6904699234370567,-3.119512663231028,563.0,1015.0,277.0,282.0,-739.8221806270473,-29.592887225081892,-0.0,-174.15298458964048,0.75,0.0,0.5029681859020886,2.261344997078918,True,desviado,False
2.0949999999998803,0.642337157785482,0.6904068678458062,-3.1133715725596476,779.0,1019.0,276.0,277.0,-956.6142067205444,-38.264568268821776,-0.0,-382.057520524945,0.75,0.0,0.49936722334656064,0.589264387820194,True,desviado,False
2.0999999999998797,0.6398511144919932,0.6903365684469248,-3.1145560515152333,784.0,1019.0,271.0,277.0,-965.1212250106338,-38.604849000425354,-0.0,-277.64868631556874,0.75,0.0,0.4961491185964474,-0.7478476988746405,True,desviado,False
2.104999999999879,0.6373798807015015,0.6902756638153363,-3.121598566043926,760.0,1015.0,271.0,277.0,-944.0378820490745,-37.76151528196298,-0.0,-169.0540688670269,0.75,0.0,0.4932731658413144,-1.8170956301559098,True,recuperacion,False
2.1099999999998786,0.6349216543424628,0.6902372088502854,-3.1327933985382383,548.0,1016.0,273.0,277.0,-736.0454115421003,-29.441816461684013,-0.0,131.25311640145026,0.0,0.75,0.49070298715167854,-2.139965541031408,True,recuperacion,False
2.114999999999878,0.6324751802780945,0.6902227402765274,-3.1384027124210863,480.0,1019.0,272.0,277.0,-662.109375,-26.484375,-0.0,180.60042533153552,0.0,0.75,0.4884060723345388,-0.4922009227821531,True,recuperacion,False
2.1199999999998775,0.6300394138729771,0.6902146569612592,-3.1367929877163223,495.0,1021.0,272.0,276.0,-681.2015503875969,-27.248062015503876,-0.0,103.50968726695862,0.0,0.75,0.4863533677119108,0.825466404312761,True,desviado,False
2.124999999999877,0.6276133028484946,0.6901968517342765,-3.1299425922651913,595.0,1019.0,273.0,276.0,-787.3324086916319,-31.49329634766528,-0.0,-54.90024887797108,0.75,0.0,0.4845189086208219,1.3469897622006666,True,desviado,False
2.1299999999998764,0.6251959080826289,0.6901652177847178,-3.127807392757067,680.0,1019.0,278.0,277.0,-865.1286601597161,-34.60514640638865,-0.0,-131.78567597628077,0.75,0.0,0.48287949098626226,-0.14191772703634514,True,desviado,False
2.134999999999876,0.622786161449299,0.6901351032670878,-3.1321952612279156,616.0,1018.0,279.0,278.0,-800.0912825193975,-32.0036513007759,-0.0,-14.2051200150142,0.75,0.0,0.4814143778128146,-1.3325518321180707,True,recuperacion,False
2.1399999999998753,0.6203831267750833,0.6901208536595296,-3.141267253884133,559.0,1021.0,278.0,275.0,-747.7730895452414,-29.91092358180966,-0.0,52.83824755847738,0.0,0.75,0.4801050368823771,-1.7524905800146406,True,recuperacion,False
2.144999999999875,0.6179861708548341,0.6901252927938261,-3.1451789972133137,393.0,1020.0,279.0,279.0,-549.4672754946728,-21.97869101978691,-0.0,274.95375015161653,0.0,0.75,0.4789349063401169,-0.1823489630152046,True,recuperacion,False
2.1499999999998742,0.6155946910773009,0.6901322054639951,-3.142211776887372,408.0,1019.0,284.0,283.0,-556.6700100300902,-22.26680040120361,-0.0,183.8243436636306,0.0,0.75,0.4778891852035504,1.0732456071791476,True,desviado,False
2.1549999999998737,0.6132081036397489,0.6901265384668771,-3.1342758334114262,581.0,1019.0,281.0,283.0,-754.1589648798521,-30.166358595194083,-0.0,-108.30970525517284,0.75,0.0,0.4769546461449,1.5451312663540664,True,desviado,False
2.159999999999873,0.610825973848788,0.6901048248248747,-3.1312725541129915,658.0,1018.0,282.0,284.0,-828.7243532560215,-33.14897413024086,-0.0,-165.29525973002427,0.75,0.0,0.47611946817861084,0.016530016817857707,True,desviado,False
2.1649999999998726,0.6084477534843723,0.6900826575145043,-3.134966245536745,658.0,1018.0,287.0,285.0,-822.9537366548043,-32.91814946619217,-0.0,-108.78194188955636,0.75,0.0,0.4753730871376919,-1.2058459829838561,True,recuperacion,False
2.169999999999872,0.6060729397879013,0.6900746075037292,-3.143483125888665,431.0,1020.0,286.0,287.0,-576.0869565217391,-23.043478260869566,-0.0,220.09277683698878,0.0,0.75,0.4747060620475564,-1.6511677601731987,True,recuperacion,False
2.1749999999998715,0.6037012442265641,0.6900838164775405,-3.146950962765347,418.0,1020.0,283.0,285.0,-566.3010967098704,-22.652043868394816,-0.0,165.8079755601346,0.0,0.75,0.474109955707124,-0.10132418088579692,True,recuperacion,False
2.179999999999871,0.6013323414739634,0.6900945097717311,-3.143628763929571,426.0,1020.0,279.0,283.0,-582.6693227091633,-23.306772908366533,-0.0,96.4237116929427,0.0,0.75,0.4735772279666555,1.1380386649463063,True,desviado,False
2.1849999999998704,0.5989659128970927,0.6900919617799222,-3.135408954919039,619.0,1022.0,278.0,279.0,-802.547770700637,-32.10191082802548,-0.0,-196.35753940470855,0.75,0.0,0.4731011403523905,1.5969443070619498,True,desviado,False
2.18999999999987,0.5966017814069529,0.690072866417502,-3.1321786769728193,698.0,1021.0,278.0,272.0,-890.7007492287352,-35.62802996914941,-0.0,-243.2338518170138,0.75,0.0,0.47267567083158574,0.05796333205116794,True,desviado,False
2.1949999999998693,0.594239646844722,0.6900528108779717,-3.135690844471269,698.0,1020.0,272.0,270.0,-899.1150442477876,-35.9646017699115,-0.0,-180.3608502947726,0.75,0.0,0.47229543763981646,-1.1727130190085984,True,desviado,False
2.1999999999998687,0.591879219871854,0.6900463779507228,-3.1440625656525096,468.0,1019.0,263.0,270.0,-668.3168316831683,-26.73267326732673,-0.0,150.7052598712025,0.0,0.75,0.4719556312070322,-1.6246723350399677,True,recuperacion,False
2.204999999999868,0.5895203910313315,0.6900567898643588,-3.1474143231484883,437.0,1019.0,259.0,266.0,-642.6047450782434,-25.704189803129736,-0.0,136.34818583575165,0.0,0.75,0.47165195332130044,-0.08013659400057666,True,recuperacion,False
2.2099999999998676,0.5871629871889484,0.6900684318925552,-3.143999299156977,441.0,1019.0,258.0,263.0,-653.7102473498234,-26.148409893992934,-0.0,82.11712735913014,0.0,0.75,0.471380562760719,1.1549817347691687,True,desviado,False
2.214999999999867,0.5848068301440018,0.6900666941662758,-3.1357052606882516,661.0,1019.0,256.0,263.0,-889.9499772623919,-35.59799909049568,-0.0,-226.00568674369126,0.75,0.0,0.471138026705796,1.6104931654844559,True,desviado,False
2.2199999999998665,0.5824518733442642,0.6900483120034855,-3.1324156236984595,719.0,1020.0,255.0,265.0,-941.5670650730411,-37.66268260292165,-0.0,-220.1444860933629,0.75,0.0,0.47092127731771277,0.06879794268975536,True,desviado,False
2.224999999999866,0.5800979381675564,0.6900288374001045,-3.135880323572337,735.0,1022.0,255.0,261.0,-963.0444346678398,-38.521777386713595,-0.0,-179.87398377911245,0.75,0.0,0.470727572933227,-1.1640489098985058,True,desviado,False
2.2299999999998654,0.5777448417451069,0.6900228335472909,-3.1442140863356705,522.0,1020.0,251.0,261.0,-755.5988315481986,-30.223953261927946,-0.0,123.02293509819077,0.0,0.75,0.4705544633853717,-1.6177439100899986,True,recuperacion,False
2.234999999999865,0.5753925664992289,0.6900335433634627,-3.147535489637541,492.0,1018.0,247.0,261.0,-725.4707631318137,-29.01883052527255,-0.0,122.26973666839551,0.0,0.75,0.4703997590112904,-0.07459614296546241,True,recuperacion,False
2.2399999999998643,0.5730410194828821,0.690045417404648,-3.144096192318777,515.0,1019.0,245.0,259.0,-756.6241413150148,-30.26496565260059,-0.0,48.204761848035545,0.0,0.75,0.4702615029551894,1.1594122652135572,True,desviado,False
2.2449999999998638,0.5706900953205258,0.6900438918675783,-3.1357827432073617,764.0,1019.0,251.0,259.0,-995.6389010030528,-39.82555604012211,-0.0,-253.07437833202076,0.75,0.0,0.47013794641606704,1.614036126137703,True,desviado,False
2.249999999999863,0.5683398137249953,0.6900257129014551,-3.1324775841160597,804.0,1020.0,255.0,259.0,-1026.5183917878528,-41.06073567151412,-0.0,-214.20745377417458,0.75,0.0,0.47002752652712737,0.07163114073410165,True,desviado,False
2.2549999999998627,0.5659900567051459,0.6900064063860861,-3.135929871436723,814.0,1020.0,254.0,259.0,-1035.790370685982,-41.43161482743928,-0.0,-161.07159231967722,0.75,0.0,0.46992884658707684,-1.1617832874589424,True,desviado,False
2.259999999999862,0.5636406950237357,0.6900005190055777,-3.1442537082581867,633.0,1019.0,250.0,258.0,-876.8518518518518,-35.074074074074076,-0.0,77.97610797718217,0.0,0.75,0.46984065839324796,-1.6159321606258565,True,recuperacion,False
2.2649999999998616,0.561291758061125,0.6900112990247,-3.147567174085768,563.0,1018.0,250.0,258.0,-805.6486357108664,-32.225945428434656,-0.0,140.02713495321004,0.0,0.75,0.4697618464530824,-0.07314734193687994,True,recuperacion,False
2.269999999999861,0.5589431943975308,0.6900232261110706,-3.1446537045994796,633.0,1016.0,250.0,258.0,-876.6805748725081,-35.06722299490033,-0.0,12.780667473276935,0.75,0.0,0.46969141387426444,0.6283956377743349,True,desviado,False
